col_0,col_1,col_2,col_3,col_4,col_5,label_0,label_1,label_2
usual,improper,complete,3,not_recom,not_recom,0,1,0
usual,improper,complete,3,recommended,priority,0,0,1
usual,improper,complete,3,priority,priority,0,0,1
usual,improper,complete,3,not_recom,not_recom,0,0,1
usual,improper,complete,3,recommended,priority,0,0,0
usual,improper,complete,3,priority,priority,0,0,0
usual,improper,complete,3,not_recom,not_recom,0,0,0
usual,improper,complete,more,recommended,very_recom,1,1,1
usual,improper,complete,more,priority,priority,1,1,1
usual,improper,complete,more,not_recom,not_recom,1,1,1
usual,improper,complete,more,recommended,very_recom,1,1,0
usual,improper,complete,more,priority,priority,1,1,0
usual,improper,complete,more,not_recom,not_recom,1,1,0
usual,improper,complete,more,recommended,priority,1,1,0
usual,improper,complete,more,recommended,priority,1,0,1
usual,improper,complete,more,priority,priority,1,0,1
usual,improper,complete,more,not_recom,not_recom,1,0,1
usual,improper,complete,more,recommended,priority,1,0,0
usual,improper,complete,more,priority,priority,1,0,0
usual,improper,complete,more,not_recom,not_recom,1,0,0
usual,improper,complete,more,recommended,priority,0,1,1
usual,improper,complete,more,priority,priority,0,1,1
usual,improper,complete,more,not_recom,not_recom,0,1,1
usual,improper,complete,more,recommended,priority,0,1,0
usual,improper,complete,more,priority,priority,0,1,0
usual,improper,complete,more,not_recom,not_recom,0,1,0
usual,improper,complete,more,recommended,priority,0,0,1
usual,improper,complete,more,priority,priority,0,0,1
usual,improper,complete,more,not_recom,not_recom,0,0,1
usual,improper,complete,more,recommended,priority,0,0,0
usual,improper,complete,more,priority,priority,0,0,0
usual,improper,complete,more,not_recom,not_recom,0,0,0
usual,improper,completed,1,recommended,very_recom,1,1,1
usual,improper,completed,1,priority,priority,1,1,1
usual,improper,completed,1,not_recom,not_recom,1,1,1
usual,improper,completed,1,recommended,very_recom,1,1,0
usual,improper,completed,1,priority,priority,1,1,0
usual,improper,completed,1,not_recom,not_recom,1,1,0
usual,improper,completed,1,recommended,priority,1,1,0
usual,improper,completed,1,recommended,very_recom,1,0,1
usual,improper,completed,1,priority,priority,1,0,1
usual,improper,completed,1,not_recom,not_recom,1,0,1
usual,improper,completed,1,recommended,very_recom,1,0,0
usual,improper,completed,1,priority,priority,1,0,0
usual,improper,completed,1,not_recom,not_recom,1,0,0
usual,improper,completed,1,recommended,priority,1,0,0
usual,improper,completed,1,recommended,very_recom,0,1,1
usual,improper,completed,1,priority,priority,0,1,1
usual,improper,completed,1,not_recom,not_recom,0,1,1
usual,improper,completed,1,recommended,very_recom,0,1,0
usual,improper,completed,1,priority,priority,0,1,0
usual,improper,completed,1,not_recom,not_recom,0,1,0
usual,improper,completed,1,recommended,priority,0,1,0
usual,improper,completed,1,recommended,very_recom,0,0,1
usual,improper,completed,1,priority,priority,0,0,1
usual,improper,completed,1,not_recom,not_recom,0,0,1
usual,improper,completed,1,recommended,very_recom,0,0,0
usual,improper,completed,1,priority,priority,0,0,0
usual,improper,completed,1,not_recom,not_recom,0,0,0
usual,improper,completed,1,recommended,priority,0,0,0
usual,improper,completed,1,recommended,priority,0,1,1
usual,improper,completed,1,recommended,priority,0,0,1
usual,improper,completed,2,recommended,very_recom,1,1,1
usual,improper,completed,2,priority,priority,1,1,1
usual,improper,completed,2,not_recom,not_recom,1,1,1
usual,improper,completed,2,recommended,very_recom,1,1,0
usual,improper,completed,2,priority,priority,1,1,0
usual,improper,completed,2,not_recom,not_recom,1,1,0
usual,improper,completed,2,recommended,priority,1,1,0
usual,improper,completed,2,recommended,very_recom,1,0,1
usual,improper,completed,2,priority,priority,1,0,1
usual,improper,completed,2,not_recom,not_recom,1,0,1
usual,improper,completed,2,recommended,very_recom,1,0,0
usual,improper,completed,2,priority,priority,1,0,0
usual,improper,completed,2,not_recom,not_recom,1,0,0
usual,improper,completed,2,recommended,priority,1,0,0
usual,improper,completed,2,recommended,very_recom,0,1,1
usual,improper,completed,2,priority,priority,0,1,1
usual,improper,completed,2,not_recom,not_recom,0,1,1
usual,improper,completed,2,recommended,very_recom,0,1,0
usual,improper,completed,2,priority,priority,0,1,0
usual,improper,completed,2,not_recom,not_recom,0,1,0
usual,improper,completed,2,recommended,priority,0,1,0
usual,improper,completed,2,recommended,very_recom,0,0,1
usual,improper,completed,2,priority,priority,0,0,1
usual,improper,completed,2,not_recom,not_recom,0,0,1
usual,improper,completed,2,recommended,very_recom,0,0,0
usual,improper,completed,2,priority,priority,0,0,0
usual,improper,completed,2,not_recom,not_recom,0,0,0
usual,improper,completed,2,recommended,priority,0,0,0
usual,improper,completed,2,recommended,priority,0,1,1
usual,improper,completed,2,recommended,priority,0,0,1
usual,improper,completed,3,recommended,very_recom,1,1,1
usual,improper,completed,3,priority,priority,1,1,1
usual,improper,completed,3,not_recom,not_recom,1,1,1
usual,improper,completed,3,recommended,very_recom,1,1,0
usual,improper,completed,3,priority,priority,1,1,0
usual,improper,completed,3,not_recom,not_recom,1,1,0
usual,improper,completed,3,recommended,priority,1,1,0
usual,improper,completed,3,recommended,priority,1,0,1
usual,improper,completed,3,priority,priority,1,0,1
usual,improper,completed,3,not_recom,not_recom,1,0,1
usual,improper,completed,3,recommended,priority,1,0,0
usual,improper,completed,3,priority,priority,1,0,0
usual,improper,completed,3,not_recom,not_recom,1,0,0
usual,improper,completed,3,recommended,priority,0,1,1
usual,improper,completed,3,priority,priority,0,1,1
usual,improper,completed,3,not_recom,not_recom,0,1,1
usual,improper,completed,3,recommended,priority,0,1,0
usual,improper,completed,3,priority,priority,0,1,0
usual,improper,completed,3,not_recom,not_recom,0,1,0
usual,improper,completed,3,recommended,priority,0,0,1
usual,improper,completed,3,priority,priority,0,0,1
usual,improper,completed,3,not_recom,not_recom,0,0,1
usual,improper,completed,3,recommended,priority,0,0,0
usual,improper,completed,3,priority,priority,0,0,0
usual,improper,completed,3,not_recom,not_recom,0,0,0
usual,improper,completed,more,recommended,very_recom,1,1,1
usual,improper,completed,more,priority,priority,1,1,1
usual,improper,completed,more,not_recom,not_recom,1,1,1
usual,improper,completed,more,recommended,very_recom,1,1,0
usual,improper,completed,more,priority,priority,1,1,0
usual,improper,completed,more,not_recom,not_recom,1,1,0
usual,improper,completed,more,recommended,priority,1,1,0
usual,improper,completed,more,recommended,priority,1,0,1
usual,improper,completed,more,priority,priority,1,0,1
usual,improper,completed,more,not_recom,not_recom,1,0,1
usual,improper,completed,more,recommended,priority,1,0,0
usual,improper,completed,more,priority,priority,1,0,0
usual,improper,completed,more,not_recom,not_recom,1,0,0
usual,improper,completed,more,recommended,priority,0,1,1
usual,improper,completed,more,priority,priority,0,1,1
usual,improper,completed,more,not_recom,not_recom,0,1,1
usual,improper,completed,more,recommended,priority,0,1,0
usual,improper,completed,more,priority,priority,0,1,0
usual,improper,completed,more,not_recom,not_recom,0,1,0
usual,improper,completed,more,recommended,priority,0,0,1
usual,improper,completed,more,priority,priority,0,0,1
usual,improper,completed,more,not_recom,not_recom,0,0,1
usual,improper,completed,more,recommended,priority,0,0,0
usual,improper,completed,more,priority,priority,0,0,0
usual,improper,completed,more,not_recom,not_recom,0,0,0
usual,improper,incomplete,1,recommended,very_recom,1,1,1
usual,improper,incomplete,1,priority,priority,1,1,1
usual,improper,incomplete,1,not_recom,not_recom,1,1,1
usual,improper,incomplete,1,recommended,very_recom,1,1,0
usual,improper,incomplete,1,priority,priority,1,1,0
usual,improper,incomplete,1,not_recom,not_recom,1,1,0
usual,improper,incomplete,1,recommended,priority,1,1,0
usual,improper,incomplete,1,recommended,very_recom,1,0,1
usual,improper,incomplete,1,priority,priority,1,0,1
usual,improper,incomplete,1,not_recom,not_recom,1,0,1
usual,improper,incomplete,1,recommended,very_recom,1,0,0
usual,improper,incomplete,1,priority,priority,1,0,0
usual,improper,incomplete,1,not_recom,not_recom,1,0,0
usual,improper,incomplete,1,recommended,priority,1,0,0
usual,improper,incomplete,1,recommended,very_recom,0,1,1
usual,improper,incomplete,1,priority,priority,0,1,1
usual,improper,incomplete,1,not_recom,not_recom,0,1,1
usual,improper,incomplete,1,recommended,very_recom,0,1,0
usual,improper,incomplete,1,priority,priority,0,1,0
usual,improper,incomplete,1,not_recom,not_recom,0,1,0
usual,improper,incomplete,1,recommended,priority,0,1,0
usual,improper,incomplete,1,recommended,very_recom,0,0,1
usual,improper,incomplete,1,priority,priority,0,0,1
usual,improper,incomplete,1,not_recom,not_recom,0,0,1
usual,improper,incomplete,1,recommended,very_recom,0,0,0
usual,improper,incomplete,1,priority,priority,0,0,0
usual,improper,incomplete,1,not_recom,not_recom,0,0,0
usual,improper,incomplete,1,recommended,priority,0,0,0
usual,improper,incomplete,1,recommended,priority,0,1,1
usual,improper,incomplete,1,recommended,priority,0,0,1
usual,improper,incomplete,2,recommended,very_recom,1,1,1
usual,improper,incomplete,2,priority,priority,1,1,1
usual,improper,incomplete,2,not_recom,not_recom,1,1,1
usual,improper,incomplete,2,recommended,very_recom,1,1,0
usual,improper,incomplete,2,priority,priority,1,1,0
usual,improper,incomplete,2,not_recom,not_recom,1,1,0
usual,improper,incomplete,2,recommended,priority,1,1,0
usual,improper,incomplete,2,recommended,priority,1,0,1
usual,improper,incomplete,2,priority,priority,1,0,1
usual,improper,incomplete,2,not_recom,not_recom,1,0,1
usual,improper,incomplete,2,recommended,priority,1,0,0
usual,improper,incomplete,2,priority,priority,1,0,0
usual,improper,incomplete,2,not_recom,not_recom,1,0,0
usual,improper,incomplete,2,recommended,priority,0,1,1
usual,improper,incomplete,2,priority,priority,0,1,1
usual,improper,incomplete,2,not_recom,not_recom,0,1,1
usual,improper,incomplete,2,recommended,priority,0,1,0
usual,improper,incomplete,2,priority,priority,0,1,0
usual,improper,incomplete,2,not_recom,not_recom,0,1,0
usual,improper,incomplete,2,recommended,priority,0,0,1
usual,improper,incomplete,2,priority,priority,0,0,1
usual,improper,incomplete,2,not_recom,not_recom,0,0,1
usual,improper,incomplete,2,recommended,priority,0,0,0
usual,improper,incomplete,2,priority,priority,0,0,0
usual,improper,incomplete,2,not_recom,not_recom,0,0,0
usual,improper,incomplete,3,recommended,very_recom,1,1,1
usual,improper,incomplete,3,priority,priority,1,1,1
usual,improper,incomplete,3,not_recom,not_recom,1,1,1
usual,improper,incomplete,3,recommended,very_recom,1,1,0
usual,improper,incomplete,3,priority,priority,1,1,0
usual,improper,incomplete,3,not_recom,not_recom,1,1,0
usual,improper,incomplete,3,recommended,priority,1,1,0
usual,improper,incomplete,3,recommended,priority,1,0,1
usual,improper,incomplete,3,priority,priority,1,0,1
usual,improper,incomplete,3,not_recom,not_recom,1,0,1
usual,improper,incomplete,3,recommended,priority,1,0,0
usual,improper,incomplete,3,priority,priority,1,0,0
usual,improper,incomplete,3,not_recom,not_recom,1,0,0
usual,improper,incomplete,3,recommended,priority,0,1,1
usual,improper,incomplete,3,priority,priority,0,1,1
usual,improper,incomplete,3,not_recom,not_recom,0,1,1
usual,improper,incomplete,3,recommended,priority,0,1,0
usual,improper,incomplete,3,priority,priority,0,1,0
usual,improper,incomplete,3,not_recom,not_recom,0,1,0
usual,improper,incomplete,3,recommended,priority,0,0,1
usual,improper,incomplete,3,priority,priority,0,0,1
usual,improper,incomplete,3,not_recom,not_recom,0,0,1
usual,improper,incomplete,3,recommended,priority,0,0,0
usual,improper,incomplete,3,priority,priority,0,0,0
usual,improper,incomplete,3,not_recom,not_recom,0,0,0
usual,improper,incomplete,more,recommended,very_recom,1,1,1
usual,improper,incomplete,more,priority,priority,1,1,1
usual,improper,incomplete,more,not_recom,not_recom,1,1,1
usual,improper,incomplete,more,recommended,very_recom,1,1,0
usual,improper,incomplete,more,priority,priority,1,1,0
usual,improper,incomplete,more,not_recom,not_recom,1,1,0
usual,improper,incomplete,more,recommended,priority,1,1,0
usual,improper,incomplete,more,recommended,priority,1,0,1
usual,improper,incomplete,more,priority,priority,1,0,1
usual,improper,incomplete,more,not_recom,not_recom,1,0,1
usual,improper,incomplete,more,recommended,priority,1,0,0
usual,improper,incomplete,more,priority,priority,1,0,0
usual,improper,incomplete,more,not_recom,not_recom,1,0,0
usual,improper,incomplete,more,recommended,priority,0,1,1
usual,improper,incomplete,more,priority,priority,0,1,1
usual,improper,incomplete,more,not_recom,not_recom,0,1,1
usual,improper,incomplete,more,recommended,priority,0,1,0
usual,improper,incomplete,more,priority,priority,0,1,0
usual,improper,incomplete,more,not_recom,not_recom,0,1,0
usual,improper,incomplete,more,recommended,priority,0,0,1
usual,improper,incomplete,more,priority,priority,0,0,1
usual,improper,incomplete,more,not_recom,not_recom,0,0,1
usual,improper,incomplete,more,recommended,priority,0,0,0
usual,improper,incomplete,more,priority,priority,0,0,0
usual,improper,incomplete,more,not_recom,not_recom,0,0,0
usual,improper,foster,1,recommended,very_recom,1,1,1
usual,improper,foster,1,priority,priority,1,1,1
usual,improper,foster,1,not_recom,not_recom,1,1,1
usual,improper,foster,1,recommended,very_recom,1,1,0
usual,improper,foster,1,priority,priority,1,1,0
usual,improper,foster,1,not_recom,not_recom,1,1,0
usual,improper,foster,1,recommended,priority,1,1,0
usual,improper,foster,1,recommended,priority,1,0,1
usual,improper,foster,1,priority,priority,1,0,1
usual,improper,foster,1,not_recom,not_recom,1,0,1
usual,improper,foster,1,recommended,priority,1,0,0
usual,improper,foster,1,priority,priority,1,0,0
usual,improper,foster,1,not_recom,not_recom,1,0,0
usual,improper,foster,1,recommended,priority,0,1,1
usual,improper,foster,1,priority,priority,0,1,1
usual,improper,foster,1,not_recom,not_recom,0,1,1
usual,improper,foster,1,recommended,priority,0,1,0
usual,improper,foster,1,priority,priority,0,1,0
usual,improper,foster,1,not_recom,not_recom,0,1,0
usual,improper,foster,1,recommended,priority,0,0,1
usual,improper,foster,1,priority,priority,0,0,1
usual,improper,foster,1,not_recom,not_recom,0,0,1
usual,improper,foster,1,recommended,priority,0,0,0
usual,improper,foster,1,priority,priority,0,0,0
usual,improper,foster,1,not_recom,not_recom,0,0,0
usual,improper,foster,2,recommended,very_recom,1,1,1
usual,improper,foster,2,priority,priority,1,1,1
usual,improper,foster,2,not_recom,not_recom,1,1,1
usual,improper,foster,2,recommended,very_recom,1,1,0
usual,improper,foster,2,priority,priority,1,1,0
usual,improper,foster,2,not_recom,not_recom,1,1,0
usual,improper,foster,2,recommended,priority,1,1,0
usual,improper,foster,2,recommended,priority,1,0,1
usual,improper,foster,2,priority,priority,1,0,1
usual,improper,foster,2,not_recom,not_recom,1,0,1
usual,improper,foster,2,recommended,priority,1,0,0
usual,improper,foster,2,priority,priority,1,0,0
usual,improper,foster,2,not_recom,not_recom,1,0,0
usual,improper,foster,2,recommended,priority,0,1,1
usual,improper,foster,2,priority,priority,0,1,1
usual,improper,foster,2,not_recom,not_recom,0,1,1
usual,improper,foster,2,recommended,priority,0,1,0
usual,improper,foster,2,priority,priority,0,1,0
usual,improper,foster,2,not_recom,not_recom,0,1,0
usual,improper,foster,2,recommended,priority,0,0,1
usual,improper,foster,2,priority,priority,0,0,1
usual,improper,foster,2,not_recom,not_recom,0,0,1
usual,improper,foster,2,recommended,priority,0,0,0
usual,improper,foster,2,priority,priority,0,0,0
usual,improper,foster,2,not_recom,not_recom,0,0,0
usual,improper,foster,3,recommended,very_recom,1,1,1
usual,improper,foster,3,priority,priority,1,1,1
usual,improper,foster,3,not_recom,not_recom,1,1,1
usual,improper,foster,3,recommended,very_recom,1,1,0
usual,improper,foster,3,priority,priority,1,1,0
usual,improper,foster,3,not_recom,not_recom,1,1,0
usual,improper,foster,3,recommended,priority,1,1,0
usual,improper,foster,3,recommended,priority,1,0,1
usual,improper,foster,3,priority,priority,1,0,1
usual,improper,foster,3,not_recom,not_recom,1,0,1
usual,improper,foster,3,recommended,priority,1,0,0
usual,improper,foster,3,priority,priority,1,0,0
usual,improper,foster,3,not_recom,not_recom,1,0,0
usual,improper,foster,3,recommended,priority,0,1,1
usual,improper,foster,3,priority,priority,0,1,1
usual,improper,foster,3,not_recom,not_recom,0,1,1
usual,improper,foster,3,recommended,priority,0,1,0
usual,improper,foster,3,priority,priority,0,1,0
usual,improper,foster,3,not_recom,not_recom,0,1,0
usual,improper,foster,3,recommended,priority,0,0,1
usual,improper,foster,3,priority,priority,0,0,1
usual,improper,foster,3,not_recom,not_recom,0,0,1
usual,improper,foster,3,recommended,priority,0,0,0
usual,improper,foster,3,priority,priority,0,0,0
usual,improper,foster,3,not_recom,not_recom,0,0,0
usual,improper,foster,more,recommended,very_recom,1,1,1
usual,improper,foster,more,priority,priority,1,1,1
usual,improper,foster,more,not_recom,not_recom,1,1,1
usual,improper,foster,more,recommended,very_recom,1,1,0
usual,improper,foster,more,priority,priority,1,1,0
usual,improper,foster,more,not_recom,not_recom,1,1,0
usual,improper,foster,more,recommended,priority,1,1,0
usual,improper,foster,more,recommended,priority,1,0,1
usual,improper,foster,more,priority,priority,1,0,1
usual,improper,foster,more,not_recom,not_recom,1,0,1
usual,improper,foster,more,recommended,priority,1,0,0
usual,improper,foster,more,priority,priority,1,0,0
usual,improper,foster,more,not_recom,not_recom,1,0,0
usual,improper,foster,more,recommended,priority,0,1,1
usual,improper,foster,more,priority,priority,0,1,1
usual,improper,foster,more,not_recom,not_recom,0,1,1
usual,improper,foster,more,recommended,priority,0,1,0
usual,improper,foster,more,priority,priority,0,1,0
usual,improper,foster,more,not_recom,not_recom,0,1,0
usual,improper,foster,more,recommended,priority,0,0,1
usual,improper,foster,more,priority,priority,0,0,1
usual,improper,foster,more,not_recom,not_recom,0,0,1
usual,improper,foster,more,recommended,priority,0,0,0
usual,improper,foster,more,priority,priority,0,0,0
usual,improper,foster,more,not_recom,not_recom,0,0,0
usual,critical,complete,1,recommended,priority,1,1,1
usual,critical,complete,1,priority,priority,1,1,1
usual,critical,complete,1,not_recom,not_recom,1,1,1
usual,critical,complete,1,recommended,priority,1,1,0
usual,critical,complete,1,priority,priority,1,1,0
usual,critical,complete,1,not_recom,not_recom,1,1,0
usual,critical,complete,1,recommended,priority,1,0,1
usual,critical,complete,1,priority,priority,1,0,1
usual,critical,complete,1,not_recom,not_recom,1,0,1
usual,critical,complete,1,recommended,priority,1,0,0
usual,critical,complete,1,priority,priority,1,0,0
usual,critical,complete,1,not_recom,not_recom,1,0,0
usual,critical,complete,1,recommended,priority,0,1,1
usual,critical,complete,1,priority,priority,0,1,1
usual,critical,complete,1,not_recom,not_recom,0,1,1
usual,critical,complete,1,recommended,priority,0,1,0
usual,critical,complete,1,priority,priority,0,1,0
usual,critical,complete,1,not_recom,not_recom,0,1,0
usual,critical,complete,1,recommended,priority,0,0,1
usual,critical,complete,1,priority,priority,0,0,1
usual,critical,complete,1,not_recom,not_recom,0,0,1
usual,critical,complete,1,recommended,priority,0,0,0
usual,critical,complete,1,priority,priority,0,0,0
usual,critical,complete,1,not_recom,not_recom,0,0,0
usual,critical,complete,2,recommended,priority,1,1,1
usual,critical,complete,2,priority,priority,1,1,1
usual,critical,complete,2,not_recom,not_recom,1,1,1
usual,critical,complete,2,recommended,priority,1,1,0
usual,critical,complete,2,priority,priority,1,1,0
usual,critical,complete,2,not_recom,not_recom,1,1,0
usual,critical,complete,2,recommended,priority,1,0,1
usual,critical,complete,2,priority,priority,1,0,1
usual,critical,complete,2,not_recom,not_recom,1,0,1
usual,critical,complete,2,recommended,priority,1,0,0
usual,critical,complete,2,priority,priority,1,0,0
usual,critical,complete,2,not_recom,not_recom,1,0,0
usual,critical,complete,2,recommended,priority,0,1,1
usual,critical,complete,2,priority,priority,0,1,1
usual,critical,complete,2,not_recom,not_recom,0,1,1
usual,critical,complete,2,recommended,priority,0,1,0
usual,critical,complete,2,priority,priority,0,1,0
usual,critical,complete,2,not_recom,not_recom,0,1,0
usual,critical,complete,2,recommended,priority,0,0,1
usual,critical,complete,2,priority,priority,0,0,1
usual,critical,complete,2,not_recom,not_recom,0,0,1
usual,critical,complete,2,recommended,priority,0,0,0
usual,critical,complete,2,priority,priority,0,0,0
usual,critical,complete,2,not_recom,not_recom,0,0,0
usual,critical,complete,2,priority,spec_prior,0,1,1
usual,critical,complete,2,priority,spec_prior,0,1,0
usual,critical,complete,2,recommended,spec_prior,0,1,0
usual,critical,complete,2,priority,spec_prior,0,0,1
usual,critical,complete,2,priority,spec_prior,0,0,0
usual,critical,complete,2,recommended,spec_prior,0,0,0
usual,critical,complete,3,recommended,priority,1,1,1
usual,critical,complete,3,priority,priority,1,1,1
usual,critical,complete,3,not_recom,not_recom,1,1,1
usual,critical,complete,3,recommended,priority,1,1,0
usual,critical,complete,3,priority,priority,1,1,0
usual,critical,complete,3,not_recom,not_recom,1,1,0
usual,critical,complete,3,recommended,priority,1,0,1
usual,critical,complete,3,priority,spec_prior,1,0,1
usual,critical,complete,3,not_recom,not_recom,1,0,1
usual,critical,complete,3,recommended,priority,1,0,0
usual,critical,complete,3,priority,spec_prior,1,0,0
usual,critical,complete,3,not_recom,not_recom,1,0,0
usual,critical,complete,3,recommended,spec_prior,1,0,0
usual,critical,complete,3,recommended,priority,0,1,1
usual,critical,complete,3,priority,spec_prior,0,1,1
usual,critical,complete,3,not_recom,not_recom,0,1,1
usual,critical,complete,3,recommended,priority,0,1,0
usual,critical,complete,3,priority,spec_prior,0,1,0
usual,critical,complete,3,not_recom,not_recom,0,1,0
usual,critical,complete,3,recommended,spec_prior,0,1,0
usual,critical,complete,3,recommended,priority,0,0,1
usual,critical,complete,3,priority,spec_prior,0,0,1
usual,critical,complete,3,not_recom,not_recom,0,0,1
usual,critical,complete,3,recommended,priority,0,0,0
usual,critical,complete,3,priority,spec_prior,0,0,0
usual,critical,complete,3,not_recom,not_recom,0,0,0
usual,critical,complete,3,recommended,spec_prior,0,0,0
usual,critical,complete,more,recommended,priority,1,1,1
usual,critical,complete,more,priority,priority,1,1,1
usual,critical,complete,more,not_recom,not_recom,1,1,1
usual,critical,complete,more,recommended,priority,1,1,0
usual,critical,complete,more,priority,priority,1,1,0
usual,critical,complete,more,not_recom,not_recom,1,1,0
usual,critical,complete,more,recommended,priority,1,0,1
usual,critical,complete,more,priority,spec_prior,1,0,1
usual,critical,complete,more,not_recom,not_recom,1,0,1
usual,critical,complete,more,recommended,priority,1,0,0
usual,critical,complete,more,priority,spec_prior,1,0,0
usual,critical,complete,more,not_recom,not_recom,1,0,0
usual,critical,complete,more,recommended,spec_prior,1,0,0
usual,critical,complete,more,recommended,priority,0,1,1
usual,critical,complete,more,priority,spec_prior,0,1,1
usual,critical,complete,more,not_recom,not_recom,0,1,1
usual,critical,complete,more,recommended,priority,0,1,0
usual,critical,complete,more,priority,spec_prior,0,1,0
usual,critical,complete,more,not_recom,not_recom,0,1,0
usual,critical,complete,more,recommended,spec_prior,0,1,0
usual,critical,complete,more,recommended,priority,0,0,1
usual,critical,complete,more,priority,spec_prior,0,0,1
usual,critical,complete,more,not_recom,not_recom,0,0,1
usual,critical,complete,more,recommended,priority,0,0,0
usual,critical,complete,more,priority,spec_prior,0,0,0
usual,critical,complete,more,not_recom,not_recom,0,0,0
usual,critical,complete,more,recommended,spec_prior,0,0,0
usual,critical,completed,1,recommended,priority,1,1,1
usual,critical,completed,1,priority,priority,1,1,1
usual,critical,completed,1,not_recom,not_recom,1,1,1
usual,critical,completed,1,recommended,priority,1,1,0
usual,critical,completed,1,priority,priority,1,1,0
usual,critical,completed,1,not_recom,not_recom,1,1,0
usual,critical,completed,1,recommended,priority,1,0,1
usual,critical,completed,1,priority,priority,1,0,1
usual,critical,completed,1,not_recom,not_recom,1,0,1
usual,critical,completed,1,recommended,priority,1,0,0
usual,critical,completed,1,priority,priority,1,0,0
usual,critical,completed,1,not_recom,not_recom,1,0,0
usual,critical,completed,1,recommended,priority,0,1,1
usual,critical,completed,1,priority,priority,0,1,1
usual,critical,completed,1,not_recom,not_recom,0,1,1
usual,critical,completed,1,recommended,priority,0,1,0
usual,critical,completed,1,priority,priority,0,1,0
usual,critical,completed,1,not_recom,not_recom,0,1,0
usual,critical,completed,1,recommended,priority,0,0,1
usual,critical,completed,1,priority,priority,0,0,1
usual,critical,completed,1,not_recom,not_recom,0,0,1
usual,critical,completed,1,recommended,priority,0,0,0
usual,critical,completed,1,priority,priority,0,0,0
usual,critical,completed,1,not_recom,not_recom,0,0,0
usual,critical,completed,1,priority,spec_prior,0,1,1
usual,critical,completed,1,priority,spec_prior,0,1,0
usual,critical,completed,1,recommended,spec_prior,0,1,0
usual,critical,completed,1,priority,spec_prior,0,0,1
usual,critical,completed,1,priority,spec_prior,0,0,0
usual,critical,completed,1,recommended,spec_prior,0,0,0
usual,critical,completed,2,recommended,priority,1,1,1
usual,critical,completed,2,priority,priority,1,1,1
usual,critical,completed,2,not_recom,not_recom,1,1,1
usual,critical,completed,2,recommended,priority,1,1,0
usual,critical,completed,2,priority,priority,1,1,0
usual,critical,completed,2,not_recom,not_recom,1,1,0
usual,critical,completed,2,recommended,priority,1,0,1
usual,critical,completed,2,priority,priority,1,0,1
usual,critical,completed,2,not_recom,not_recom,1,0,1
usual,critical,completed,2,recommended,priority,1,0,0
usual,critical,completed,2,priority,priority,1,0,0
usual,critical,completed,2,not_recom,not_recom,1,0,0
usual,critical,completed,2,recommended,priority,0,1,1
usual,critical,completed,2,priority,priority,0,1,1
usual,critical,completed,2,not_recom,not_recom,0,1,1
usual,critical,completed,2,recommended,priority,0,1,0
usual,critical,completed,2,priority,priority,0,1,0
usual,critical,completed,2,not_recom,not_recom,0,1,0
usual,critical,completed,2,recommended,priority,0,0,1
usual,critical,completed,2,priority,priority,0,0,1
usual,critical,completed,2,not_recom,not_recom,0,0,1
usual,critical,completed,2,recommended,priority,0,0,0
usual,critical,completed,2,priority,priority,0,0,0
usual,critical,completed,2,not_recom,not_recom,0,0,0
usual,critical,completed,2,priority,spec_prior,0,1,1
usual,critical,completed,2,priority,spec_prior,0,1,0
usual,critical,completed,2,recommended,spec_prior,0,1,0
usual,critical,completed,2,priority,spec_prior,0,0,1
usual,critical,completed,2,priority,spec_prior,0,0,0
usual,critical,completed,2,recommended,spec_prior,0,0,0
usual,critical,completed,3,recommended,priority,1,1,1
usual,critical,completed,3,priority,priority,1,1,1
usual,critical,completed,3,not_recom,not_recom,1,1,1
usual,critical,completed,3,recommended,priority,1,1,0
usual,critical,completed,3,priority,priority,1,1,0
usual,critical,completed,3,not_recom,not_recom,1,1,0
usual,critical,completed,3,recommended,priority,1,0,1
usual,critical,completed,3,priority,spec_prior,1,0,1
usual,critical,completed,3,not_recom,not_recom,1,0,1
usual,critical,completed,3,recommended,priority,1,0,0
usual,critical,completed,3,priority,spec_prior,1,0,0
usual,critical,completed,3,not_recom,not_recom,1,0,0
usual,critical,completed,3,recommended,spec_prior,1,0,0
usual,critical,completed,3,recommended,priority,0,1,1
usual,critical,completed,3,priority,spec_prior,0,1,1
usual,critical,completed,3,not_recom,not_recom,0,1,1
usual,critical,completed,3,recommended,priority,0,1,0
usual,critical,completed,3,priority,spec_prior,0,1,0
usual,critical,completed,3,not_recom,not_recom,0,1,0
usual,critical,completed,3,recommended,spec_prior,0,1,0
usual,critical,completed,3,recommended,priority,0,0,1
usual,critical,completed,3,priority,spec_prior,0,0,1
usual,critical,completed,3,not_recom,not_recom,0,0,1
usual,critical,completed,3,recommended,priority,0,0,0
usual,critical,completed,3,priority,spec_prior,0,0,0
usual,critical,completed,3,not_recom,not_recom,0,0,0
usual,critical,completed,3,recommended,spec_prior,0,0,0
usual,critical,completed,more,recommended,priority,1,1,1
usual,critical,completed,more,priority,priority,1,1,1
usual,critical,completed,more,not_recom,not_recom,1,1,1
usual,critical,completed,more,recommended,priority,1,1,0
usual,critical,completed,more,priority,priority,1,1,0
usual,critical,completed,more,not_recom,not_recom,1,1,0
usual,critical,completed,more,recommended,priority,1,0,1
usual,critical,completed,more,priority,spec_prior,1,0,1
